NMI,INTERVAL_DATETIME,INTERVAL,INTERVAL_LENGTH,QUALITY_METHOD,SUFFIX_E,VALUE_E,UOM_E
6407387140,5/1/19 19:45,79,15,A,E1,2824,WH
6407387140,5/1/19 20:00,80,15,A,E1,2828,WH
6407387140,5/1/19 20:15,81,15,A,E1,3092,WH
6407387140,5/1/19 20:30,82,15,A,E1,3240,WH
6407387140,5/1/19 20:45,83,15,A,E1,3192,WH
6407387140,5/1/19 21:00,84,15,A,E1,3192,WH
6407387140,5/1/19 21:15,85,15,A,E1,3536,WH
6407387140,5/1/19 21:30,86,15,A,E1,3556,WH
6407387140,5/1/19 21:45,87,15,A,E1,3148,WH
6407387140,5/1/19 22:00,88,15,A,E1,3148,WH
6407387140,5/1/19 22:15,89,15,A,E1,3148,WH
6407387140,5/1/19 22:30,90,15,A,E1,3256,WH
6407387140,5/1/19 22:45,91,15,A,E1,3188,WH
6407387140,5/1/19 23:00,92,15,A,E1,3164,WH
6407387140,5/1/19 23:15,93,15,A,E1,3172,WH
6407387140,5/1/19 23:30,94,15,A,E1,3048,WH
6407387140,5/1/19 23:45,95,15,A,E1,3680,WH
6407387140,5/1/19 0:00,96,15,A,E1,3200,WH
6407387140,6/1/19 0:15,1,15,A,E1,3164,WH
6407387140,6/1/19 0:30,2,15,A,E1,3172,WH
6407387140,6/1/19 0:45,3,15,A,E1,3244,WH
6407387140,6/1/19 1:00,4,15,A,E1,3120,WH
6407387140,6/1/19 1:15,5,15,A,E1,3148,WH
6407387140,6/1/19 1:30,6,15,A,E1,3340,WH
6407387140,6/1/19 1:45,7,15,A,E1,3680,WH
6407387140,6/1/19 2:00,8,15,A,E1,3244,WH
6407387140,6/1/19 2:15,9,15,A,E1,3200,WH
6407387140,6/1/19 2:30,10,15,A,E1,3112,WH
6407387140,6/1/19 2:45,11,15,A,E1,3160,WH
6407387140,6/1/19 3:00,12,15,A,E1,3208,WH
6407387140,6/1/19 3:15,13,15,A,E1,3224,WH
6407387140,6/1/19 3:30,14,15,A,E1,3240,WH
6407387140,6/1/19 3:45,15,15,A,E1,3628,WH
6407387140,6/1/19 4:00,16,15,A,E1,4124,WH
6407387140,6/1/19 4:15,17,15,A,E1,3260,WH
6407387140,6/1/19 4:30,18,15,A,E1,3188,WH
6407387140,6/1/19 4:45,19,15,A,E1,3244,WH
6407387140,6/1/19 5:00,20,15,A,E1,3024,WH
6407387140,6/1/19 5:15,21,15,A,E1,3016,WH
6407387140,6/1/19 5:30,22,15,A,E1,2924,WH
6407387140,6/1/19 5:45,23,15,A,E1,3032,WH
6407387140,6/1/19 6:00,24,15,A,E1,3140,WH
6407387140,6/1/19 6:15,25,15,A,E1,2692,WH
6407387140,6/1/19 6:30,26,15,A,E1,2676,WH
6407387140,6/1/19 6:45,27,15,A,E1,2664,WH
6407387140,6/1/19 7:00,28,15,A,E1,2752,WH
6407387140,6/1/19 7:15,29,15,A,E1,2720,WH
6407387140,6/1/19 7:30,30,15,A,E1,3076,WH
6407387140,6/1/19 7:45,31,15,A,E1,2704,WH
6407387140,6/1/19 8:00,32,15,A,E1,2792,WH
6407387140,6/1/19 8:15,33,15,A,E1,2780,WH
6407387140,6/1/19 8:30,34,15,A,E1,2696,WH
6407387140,6/1/19 8:45,35,15,A,E1,2684,WH
6407387140,6/1/19 9:00,36,15,A,E1,2652,WH
6407387140,6/1/19 9:15,37,15,A,E1,2684,WH
6407387140,6/1/19 9:30,38,15,A,E1,2836,WH
6407387140,6/1/19 9:45,39,15,A,E1,2704,WH
6407387140,6/1/19 10:00,40,15,A,E1,2712,WH
6407387140,6/1/19 10:15,41,15,A,E1,2728,WH
6407387140,6/1/19 10:30,42,15,A,E1,2760,WH
6407387140,6/1/19 10:45,43,15,A,E1,2816,WH
6407387140,6/1/19 11:00,44,15,A,E1,3292,WH
6407387140,6/1/19 11:15,45,15,A,E1,2692,WH
6407387140,6/1/19 11:30,46,15,A,E1,2816,WH
6407387140,6/1/19 11:45,47,15,A,E1,2768,WH
6407387140,6/1/19 12:00,48,15,A,E1,2740,WH
6407387140,6/1/19 12:15,49,15,A,E1,2680,WH
6407387140,6/1/19 12:30,50,15,A,E1,2704,WH
6407387140,6/1/19 12:45,51,15,A,E1,2772,WH
6407387140,6/1/19 13:00,52,15,A,E1,2792,WH
6407387140,6/1/19 13:15,53,15,A,E1,3168,WH
6407387140,6/1/19 13:30,54,15,A,E1,2868,WH
6407387140,6/1/19 13:45,55,15,A,E1,2716,WH
6407387140,6/1/19 14:00,56,15,A,E1,2752,WH
6407387140,6/1/19 14:15,57,15,A,E1,2788,WH
6407387140,6/1/19 14:30,58,15,A,E1,3356,WH
6407387140,6/1/19 14:45,59,15,A,E1,2696,WH
6407387140,6/1/19 15:00,60,15,A,E1,2788,WH
6407387140,6/1/19 15:15,61,15,A,E1,3188,WH
6407387140,6/1/19 15:30,62,15,A,E1,2816,WH
6407387140,6/1/19 15:45,63,15,A,E1,2724,WH
6407387140,6/1/19 16:00,64,15,A,E1,2712,WH
6407387140,6/1/19 16:15,65,15,A,E1,2736,WH
6407387140,6/1/19 16:30,66,15,A,E1,2724,WH
6407387140,6/1/19 16:45,67,15,A,E1,2800,WH
6407387140,6/1/19 17:00,68,15,A,E1,2756,WH
6407387140,6/1/19 17:15,69,15,A,E1,2720,WH
6407387140,6/1/19 17:30,70,15,A,E1,2796,WH
6407387140,6/1/19 17:45,71,15,A,E1,2740,WH
6407387140,6/1/19 18:00,72,15,A,E1,2864,WH
6407387140,6/1/19 18:15,73,15,A,E1,2696,WH
6407387140,6/1/19 18:30,74,15,A,E1,2740,WH
6407387140,6/1/19 18:45,75,15,A,E1,2652,WH
6407387140,6/1/19 19:00,76,15,A,E1,2788,WH
6407387140,6/1/19 19:15,77,15,A,E1,2800,WH
6407387140,6/1/19 19:30,78,15,A,E1,2864,WH
6407387140,6/1/19 19:45,79,15,A,E1,2820,WH
6407387140,6/1/19 20:00,80,15,A,E1,2864,WH
6407387140,6/1/19 20:15,81,15,A,E1,3060,WH
6407387140,6/1/19 20:30,82,15,A,E1,3724,WH
6407387140,6/1/19 20:45,83,15,A,E1,3260,WH
6407387140,6/1/19 21:00,84,15,A,E1,3200,WH
6407387140,6/1/19 21:15,85,15,A,E1,3272,WH
6407387140,6/1/19 21:30,86,15,A,E1,3200,WH
6407387140,6/1/19 21:45,87,15,A,E1,3224,WH
6407387140,6/1/19 22:00,88,15,A,E1,3552,WH
6407387140,6/1/19 22:15,89,15,A,E1,3856,WH
6407387140,6/1/19 22:30,90,15,A,E1,3112,WH
6407387140,6/1/19 22:45,91,15,A,E1,3656,WH
6407387140,6/1/19 23:00,92,15,A,E1,4320,WH
6407387140,6/1/19 23:15,93,15,A,E1,3180,WH
6407387140,6/1/19 23:30,94,15,A,E1,3160,WH
6407387140,6/1/19 23:45,95,15,A,E1,3100,WH
6407387140,6/1/19 0:00,96,15,A,E1,3156,WH
6407387140,7/1/19 0:15,1,15,A,E1,3112,WH
6407387140,7/1/19 0:30,2,15,A,E1,3332,WH
6407387140,7/1/19 0:45,3,15,A,E1,3176,WH
6407387140,7/1/19 1:00,4,15,A,E1,3148,WH
6407387140,7/1/19 1:15,5,15,A,E1,3240,WH
6407387140,7/1/19 1:30,6,15,A,E1,3180,WH
6407387140,7/1/19 1:45,7,15,A,E1,3128,WH
6407387140,7/1/19 2:00,8,15,A,E1,3180,WH
6407387140,7/1/19 2:15,9,15,A,E1,3192,WH
6407387140,7/1/19 2:30,10,15,A,E1,3184,WH
6407387140,7/1/19 2:45,11,15,A,E1,3260,WH
6407387140,7/1/19 3:00,12,15,A,E1,3092,WH
6407387140,7/1/19 3:15,13,15,A,E1,3172,WH
6407387140,7/1/19 3:30,14,15,A,E1,3176,WH
6407387140,7/1/19 3:45,15,15,A,E1,3160,WH
6407387140,7/1/19 4:00,16,15,A,E1,3248,WH
6407387140,7/1/19 4:15,17,15,A,E1,3116,WH
6407387140,7/1/19 4:30,18,15,A,E1,3104,WH
6407387140,7/1/19 4:45,19,15,A,E1,3244,WH
6407387140,7/1/19 5:00,20,15,A,E1,3192,WH
6407387140,7/1/19 5:15,21,15,A,E1,3000,WH
6407387140,7/1/19 5:30,22,15,A,E1,2968,WH
6407387140,7/1/19 5:45,23,15,A,E1,3280,WH
6407387140,7/1/19 6:00,24,15,A,E1,3024,WH
6407387140,7/1/19 6:15,25,15,A,E1,2844,WH
6407387140,7/1/19 6:30,26,15,A,E1,3072,WH
6407387140,7/1/19 6:45,27,15,A,E1,2632,WH
6407387140,7/1/19 7:00,28,15,A,E1,2668,WH
6407387140,7/1/19 7:15,29,15,A,E1,2696,WH
6407387140,7/1/19 7:30,30,15,A,E1,3420,WH
6407387140,7/1/19 7:45,31,15,A,E1,2680,WH
6407387140,7/1/19 8:00,32,15,A,E1,2624,WH
6407387140,7/1/19 8:15,33,15,A,E1,2880,WH
6407387140,7/1/19 8:30,34,15,A,E1,3064,WH
6407387140,7/1/19 8:45,35,15,A,E1,2692,WH
6407387140,7/1/19 9:00,36,15,A,E1,2704,WH
6407387140,7/1/19 9:15,37,15,A,E1,2840,WH
6407387140,7/1/19 9:30,38,15,A,E1,3036,WH
6407387140,7/1/19 9:45,39,15,A,E1,2932,WH
6407387140,7/1/19 10:00,40,15,A,E1,3792,WH
6407387140,7/1/19 10:15,41,15,A,E1,3780,WH
6407387140,7/1/19 10:30,42,15,A,E1,3220,WH
6407387140,7/1/19 10:45,43,15,A,E1,3208,WH
6407387140,7/1/19 11:00,44,15,A,E1,3172,WH
6407387140,7/1/19 11:15,45,15,A,E1,3964,WH
6407387140,7/1/19 11:30,46,15,A,E1,3676,WH
6407387140,7/1/19 11:45,47,15,A,E1,2932,WH
6407387140,7/1/19 12:00,48,15,A,E1,2676,WH
6407387140,7/1/19 12:15,49,15,A,E1,3284,WH
6407387140,7/1/19 12:30,50,15,A,E1,3320,WH
6407387140,7/1/19 12:45,51,15,A,E1,3304,WH
6407387140,7/1/19 13:00,52,15,A,E1,3548,WH
6407387140,7/1/19 13:15,53,15,A,E1,3296,WH
6407387140,7/1/19 13:30,54,15,A,E1,3248,WH
6407387140,7/1/19 13:45,55,15,A,E1,3424,WH
6407387140,7/1/19 14:00,56,15,A,E1,3392,WH
6407387140,7/1/19 14:15,57,15,A,E1,3052,WH
6407387140,7/1/19 14:30,58,15,A,E1,2756,WH
6407387140,7/1/19 14:45,59,15,A,E1,2312,WH
6407387140,7/1/19 15:00,60,15,A,E1,2312,WH
6407387140,7/1/19 15:15,61,15,A,E1,2296,WH
6407387140,7/1/19 15:30,62,15,A,E1,2680,WH
6407387140,7/1/19 15:45,63,15,A,E1,3656,WH
6407387140,7/1/19 16:00,64,15,A,E1,4468,WH
6407387140,7/1/19 16:15,65,15,A,E1,4604,WH
6407387140,7/1/19 16:30,66,15,A,E1,3464,WH
6407387140,7/1/19 16:45,67,15,A,E1,3476,WH
6407387140,7/1/19 17:00,68,15,A,E1,3376,WH
6407387140,7/1/19 17:15,69,15,A,E1,2736,WH
6407387140,7/1/19 17:30,70,15,A,E1,2780,WH
6407387140,7/1/19 17:45,71,15,A,E1,2728,WH
6407387140,7/1/19 18:00,72,15,A,E1,2672,WH
6407387140,7/1/19 18:15,73,15,A,E1,3076,WH
6407387140,7/1/19 18:30,74,15,A,E1,2544,WH
6407387140,7/1/19 18:45,75,15,A,E1,1960,WH
6407387140,7/1/19 19:00,76,15,A,E1,1972,WH
6407387140,7/1/19 19:15,77,15,A,E1,1876,WH
6407387140,7/1/19 19:30,78,15,A,E1,2136,WH
6407387140,7/1/19 19:45,79,15,A,E1,2076,WH
6407387140,7/1/19 20:00,80,15,A,E1,2136,WH
6407387140,7/1/19 20:15,81,15,A,E1,2336,WH
6407387140,7/1/19 20:30,82,15,A,E1,2404,WH
6407387140,7/1/19 20:45,83,15,A,E1,2376,WH
6407387140,7/1/19 21:00,84,15,A,E1,2496,WH
6407387140,7/1/19 21:15,85,15,A,E1,2416,WH
6407387140,7/1/19 21:30,86,15,A,E1,2372,WH
6407387140,7/1/19 21:45,87,15,A,E1,2748,WH
6407387140,7/1/19 22:00,88,15,A,E1,2504,WH
6407387140,7/1/19 22:15,89,15,A,E1,2420,WH
6407387140,7/1/19 22:30,90,15,A,E1,2340,WH
6407387140,7/1/19 22:45,91,15,A,E1,2396,WH
6407387140,7/1/19 23:00,92,15,A,E1,2412,WH
6407387140,7/1/19 23:15,93,15,A,E1,2448,WH
6407387140,7/1/19 23:30,94,15,A,E1,2340,WH
6407387140,7/1/19 23:45,95,15,A,E1,2356,WH
6407387140,7/1/19 0:00,96,15,A,E1,2352,WH
6407387140,8/1/19 0:15,1,15,A,E1,2456,WH
6407387140,8/1/19 0:30,2,15,A,E1,2404,WH
6407387140,8/1/19 0:45,3,15,A,E1,3024,WH
6407387140,8/1/19 1:00,4,15,A,E1,2424,WH
6407387140,8/1/19 1:15,5,15,A,E1,2464,WH
6407387140,8/1/19 1:30,6,15,A,E1,2344,WH
6407387140,8/1/19 1:45,7,15,A,E1,2360,WH
6407387140,8/1/19 2:00,8,15,A,E1,2404,WH
6407387140,8/1/19 2:15,9,15,A,E1,2400,WH
6407387140,8/1/19 2:30,10,15,A,E1,2424,WH
6407387140,8/1/19 2:45,11,15,A,E1,2356,WH
6407387140,8/1/19 3:00,12,15,A,E1,2380,WH
6407387140,8/1/19 3:15,13,15,A,E1,2304,WH
6407387140,8/1/19 3:30,14,15,A,E1,2536,WH
6407387140,8/1/19 3:45,15,15,A,E1,2800,WH
6407387140,8/1/19 4:00,16,15,A,E1,2868,WH
6407387140,8/1/19 4:15,17,15,A,E1,2352,WH
6407387140,8/1/19 4:30,18,15,A,E1,2320,WH
6407387140,8/1/19 4:45,19,15,A,E1,2456,WH
6407387140,8/1/19 5:00,20,15,A,E1,2380,WH
6407387140,8/1/19 5:15,21,15,A,E1,2184,WH
6407387140,8/1/19 5:30,22,15,A,E1,2260,WH
6407387140,8/1/19 5:45,23,15,A,E1,2420,WH
6407387140,8/1/19 6:00,24,15,A,E1,1904,WH
6407387140,8/1/19 6:15,25,15,A,E1,2000,WH
6407387140,8/1/19 6:30,26,15,A,E1,1868,WH
6407387140,8/1/19 6:45,27,15,A,E1,1836,WH
6407387140,8/1/19 7:00,28,15,A,E1,1864,WH
6407387140,8/1/19 7:15,29,15,A,E1,1944,WH
6407387140,8/1/19 7:30,30,15,A,E1,1896,WH
6407387140,8/1/19 7:45,31,15,A,E1,1900,WH
6407387140,8/1/19 8:00,32,15,A,E1,2048,WH
6407387140,8/1/19 8:15,33,15,A,E1,2768,WH
6407387140,8/1/19 8:30,34,15,A,E1,3116,WH
6407387140,8/1/19 8:45,35,15,A,E1,2872,WH
6407387140,8/1/19 9:00,36,15,A,E1,2884,WH
6407387140,8/1/19 9:15,37,15,A,E1,2932,WH
6407387140,8/1/19 9:30,38,15,A,E1,3468,WH
6407387140,8/1/19 9:45,39,15,A,E1,3564,WH
6407387140,8/1/19 10:00,40,15,A,E1,3640,WH
6407387140,8/1/19 10:15,41,15,A,E1,5028,WH
6407387140,8/1/19 10:30,42,15,A,E1,4696,WH
6407387140,8/1/19 10:45,43,15,A,E1,4088,WH
6407387140,8/1/19 11:00,44,15,A,E1,5720,WH
6407387140,8/1/19 11:15,45,15,A,E1,6408,WH
6407387140,8/1/19 11:30,46,15,A,E1,6328,WH
6407387140,8/1/19 11:45,47,15,A,E1,5296,WH
6407387140,8/1/19 12:00,48,15,A,E1,5512,WH
6407387140,8/1/19 12:15,49,15,A,E1,5308,WH
6407387140,8/1/19 12:30,50,15,A,E1,5040,WH
6407387140,8/1/19 12:45,51,15,A,E1,5044,WH
6407387140,8/1/19 13:00,52,15,A,E1,5100,WH
6407387140,8/1/19 13:15,53,15,A,E1,5692,WH
6407387140,8/1/19 13:30,54,15,A,E1,6336,WH
6407387140,8/1/19 13:45,55,15,A,E1,6780,WH
6407387140,8/1/19 14:00,56,15,A,E1,5856,WH
6407387140,8/1/19 14:15,57,15,A,E1,5588,WH
6407387140,8/1/19 14:30,58,15,A,E1,4124,WH
6407387140,8/1/19 14:45,59,15,A,E1,4292,WH
6407387140,8/1/19 15:00,60,15,A,E1,4324,WH
6407387140,8/1/19 15:15,61,15,A,E1,4252,WH
6407387140,8/1/19 15:30,62,15,A,E1,4020,WH
6407387140,8/1/19 15:45,63,15,A,E1,3796,WH
6407387140,8/1/19 16:00,64,15,A,E1,2512,WH
6407387140,8/1/19 16:15,65,15,A,E1,2548,WH
6407387140,8/1/19 16:30,66,15,A,E1,3000,WH
6407387140,8/1/19 16:45,67,15,A,E1,3228,WH
6407387140,8/1/19 17:00,68,15,A,E1,3144,WH
6407387140,8/1/19 17:15,69,15,A,E1,3088,WH
6407387140,8/1/19 17:30,70,15,A,E1,2344,WH
6407387140,8/1/19 17:45,71,15,A,E1,1868,WH
6407387140,8/1/19 18:00,72,15,A,E1,2384,WH
6407387140,8/1/19 18:15,73,15,A,E1,2496,WH
6407387140,8/1/19 18:30,74,15,A,E1,2024,WH
6407387140,8/1/19 18:45,75,15,A,E1,1936,WH
6407387140,8/1/19 19:00,76,15,A,E1,1832,WH
6407387140,8/1/19 19:15,77,15,A,E1,1936,WH
6407387140,8/1/19 19:30,78,15,A,E1,1884,WH
6407387140,8/1/19 19:45,79,15,A,E1,2044,WH
6407387140,8/1/19 20:00,80,15,A,E1,1960,WH
6407387140,8/1/19 20:15,81,15,A,E1,2228,WH
6407387140,8/1/19 20:30,82,15,A,E1,2380,WH
6407387140,8/1/19 20:45,83,15,A,E1,2380,WH
6407387140,8/1/19 21:00,84,15,A,E1,2288,WH
6407387140,8/1/19 21:15,85,15,A,E1,2392,WH
6407387140,8/1/19 21:30,86,15,A,E1,2812,WH
6407387140,8/1/19 21:45,87,15,A,E1,2352,WH
6407387140,8/1/19 22:00,88,15,A,E1,2292,WH
6407387140,8/1/19 22:15,89,15,A,E1,2372,WH
6407387140,8/1/19 22:30,90,15,A,E1,2368,WH
6407387140,8/1/19 22:45,91,15,A,E1,2376,WH
6407387140,8/1/19 23:00,92,15,A,E1,2360,WH
6407387140,8/1/19 23:15,93,15,A,E1,2312,WH
6407387140,8/1/19 23:30,94,15,A,E1,2516,WH
6407387140,8/1/19 23:45,95,15,A,E1,2484,WH
6407387140,8/1/19 0:00,96,15,A,E1,2288,WH
6407387140,9/1/19 0:15,1,15,A,E1,2388,WH
6407387140,9/1/19 0:30,2,15,A,E1,2340,WH
6407387140,9/1/19 0:45,3,15,A,E1,2300,WH
6407387140,9/1/19 1:00,4,15,A,E1,2296,WH
6407387140,9/1/19 1:15,5,15,A,E1,2360,WH
6407387140,9/1/19 1:30,6,15,A,E1,2388,WH
6407387140,9/1/19 1:45,7,15,A,E1,2356,WH
6407387140,9/1/19 2:00,8,15,A,E1,2284,WH
6407387140,9/1/19 2:15,9,15,A,E1,2384,WH
6407387140,9/1/19 2:30,10,15,A,E1,2344,WH
6407387140,9/1/19 2:45,11,15,A,E1,2852,WH
6407387140,9/1/19 3:00,12,15,A,E1,2472,WH
6407387140,9/1/19 3:15,13,15,A,E1,2520,WH
6407387140,9/1/19 3:30,14,15,A,E1,2692,WH
6407387140,9/1/19 3:45,15,15,A,E1,2340,WH
6407387140,9/1/19 4:00,16,15,A,E1,2352,WH
6407387140,9/1/19 4:15,17,15,A,E1,2284,WH
6407387140,9/1/19 4:30,18,15,A,E1,2428,WH
6407387140,9/1/19 4:45,19,15,A,E1,3208,WH
6407387140,9/1/19 5:00,20,15,A,E1,2440,WH
6407387140,9/1/19 5:15,21,15,A,E1,2628,WH
6407387140,9/1/19 5:30,22,15,A,E1,2152,WH
6407387140,9/1/19 5:45,23,15,A,E1,1992,WH
6407387140,9/1/19 6:00,24,15,A,E1,2044,WH
6407387140,9/1/19 6:15,25,15,A,E1,2008,WH
6407387140,9/1/19 6:30,26,15,A,E1,1816,WH
6407387140,9/1/19 6:45,27,15,A,E1,1768,WH
6407387140,9/1/19 7:00,28,15,A,E1,1820,WH
6407387140,9/1/19 7:15,29,15,A,E1,1888,WH
6407387140,9/1/19 7:30,30,15,A,E1,1832,WH
6407387140,9/1/19 7:45,31,15,A,E1,1876,WH
6407387140,9/1/19 8:00,32,15,A,E1,1888,WH
6407387140,9/1/19 8:15,33,15,A,E1,1868,WH
6407387140,9/1/19 8:30,34,15,A,E1,1796,WH
6407387140,9/1/19 8:45,35,15,A,E1,1856,WH
6407387140,9/1/19 9:00,36,15,A,E1,1856,WH
6407387140,9/1/19 9:15,37,15,A,E1,2224,WH
6407387140,9/1/19 9:30,38,15,A,E1,2152,WH
6407387140,9/1/19 9:45,39,15,A,E1,2552,WH
6407387140,9/1/19 10:00,40,15,A,E1,3260,WH
6407387140,9/1/19 10:15,41,15,A,E1,3664,WH
6407387140,9/1/19 10:30,42,15,A,E1,3116,WH
6407387140,9/1/19 10:45,43,15,A,E1,3556,WH
6407387140,9/1/19 11:00,44,15,A,E1,3908,WH
6407387140,9/1/19 11:15,45,15,A,E1,3996,WH
6407387140,9/1/19 11:30,46,15,A,E1,3864,WH
6407387140,9/1/19 11:45,47,15,A,E1,3836,WH
6407387140,9/1/19 12:00,48,15,A,E1,3792,WH
6407387140,9/1/19 12:15,49,15,A,E1,3252,WH
6407387140,9/1/19 12:30,50,15,A,E1,3932,WH
6407387140,9/1/19 12:45,51,15,A,E1,3244,WH
6407387140,9/1/19 13:00,52,15,A,E1,3180,WH
6407387140,9/1/19 13:15,53,15,A,E1,3488,WH
6407387140,9/1/19 13:30,54,15,A,E1,3504,WH
6407387140,9/1/19 13:45,55,15,A,E1,3000,WH
6407387140,9/1/19 14:00,56,15,A,E1,2500,WH
6407387140,9/1/19 14:15,57,15,A,E1,2520,WH
6407387140,9/1/19 14:30,58,15,A,E1,2940,WH
6407387140,9/1/19 14:45,59,15,A,E1,3816,WH
6407387140,9/1/19 15:00,60,15,A,E1,3584,WH
6407387140,9/1/19 15:15,61,15,A,E1,3724,WH
6407387140,9/1/19 15:30,62,15,A,E1,3196,WH
6407387140,9/1/19 15:45,63,15,A,E1,3080,WH
6407387140,9/1/19 16:00,64,15,A,E1,3612,WH
6407387140,9/1/19 16:15,65,15,A,E1,3872,WH
6407387140,9/1/19 16:30,66,15,A,E1,3752,WH
6407387140,9/1/19 16:45,67,15,A,E1,3600,WH
6407387140,9/1/19 17:00,68,15,A,E1,3676,WH
6407387140,9/1/19 17:15,69,15,A,E1,4292,WH
6407387140,9/1/19 17:30,70,15,A,E1,4040,WH
6407387140,9/1/19 17:45,71,15,A,E1,3952,WH
6407387140,9/1/19 18:00,72,15,A,E1,4000,WH
6407387140,9/1/19 18:15,73,15,A,E1,3780,WH
6407387140,9/1/19 18:30,74,15,A,E1,3200,WH
6407387140,9/1/19 18:45,75,15,A,E1,3300,WH
6407387140,9/1/19 19:00,76,15,A,E1,3056,WH
6407387140,9/1/19 19:15,77,15,A,E1,2676,WH
6407387140,9/1/19 19:30,78,15,A,E1,1868,WH
6407387140,9/1/19 19:45,79,15,A,E1,2368,WH
6407387140,9/1/19 20:00,80,15,A,E1,2456,WH
6407387140,9/1/19 20:15,81,15,A,E1,2732,WH
6407387140,9/1/19 20:30,82,15,A,E1,2332,WH
6407387140,9/1/19 20:45,83,15,A,E1,2360,WH
6407387140,9/1/19 21:00,84,15,A,E1,2364,WH
6407387140,9/1/19 21:15,85,15,A,E1,2332,WH
6407387140,9/1/19 21:30,86,15,A,E1,2332,WH
6407387140,9/1/19 21:45,87,15,A,E1,2432,WH
6407387140,9/1/19 22:00,88,15,A,E1,2700,WH
6407387140,9/1/19 22:15,89,15,A,E1,3160,WH
6407387140,9/1/19 22:30,90,15,A,E1,2332,WH
6407387140,9/1/19 22:45,91,15,A,E1,2324,WH
6407387140,9/1/19 23:00,92,15,A,E1,2312,WH
6407387140,9/1/19 23:15,93,15,A,E1,2372,WH
6407387140,9/1/19 23:30,94,15,A,E1,2364,WH
6407387140,9/1/19 23:45,95,15,A,E1,2304,WH
6407387140,9/1/19 0:00,96,15,A,E1,2380,WH
6407387140,10/1/19 0:15,1,15,A,E1,2384,WH
6407387140,10/1/19 0:30,2,15,A,E1,2364,WH
6407387140,10/1/19 0:45,3,15,A,E1,2244,WH
6407387140,10/1/19 1:00,4,15,A,E1,2324,WH
6407387140,10/1/19 1:15,5,15,A,E1,2388,WH
6407387140,10/1/19 1:30,6,15,A,E1,2396,WH
6407387140,10/1/19 1:45,7,15,A,E1,2388,WH
6407387140,10/1/19 2:00,8,15,A,E1,2268,WH
6407387140,10/1/19 2:15,9,15,A,E1,2380,WH
6407387140,10/1/19 2:30,10,15,A,E1,2500,WH
6407387140,10/1/19 2:45,11,15,A,E1,2880,WH
6407387140,10/1/19 3:00,12,15,A,E1,2308,WH
6407387140,10/1/19 3:15,13,15,A,E1,2356,WH
6407387140,10/1/19 3:30,14,15,A,E1,2360,WH
6407387140,10/1/19 3:45,15,15,A,E1,2784,WH
6407387140,10/1/19 4:00,16,15,A,E1,2240,WH
6407387140,10/1/19 4:15,17,15,A,E1,2484,WH
6407387140,10/1/19 4:30,18,15,A,E1,2904,WH
6407387140,10/1/19 4:45,19,15,A,E1,2876,WH
6407387140,10/1/19 5:00,20,15,A,E1,2356,WH
6407387140,10/1/19 5:15,21,15,A,E1,2144,WH
6407387140,10/1/19 5:30,22,15,A,E1,2208,WH
6407387140,10/1/19 5:45,23,15,A,E1,2036,WH
6407387140,10/1/19 6:00,24,15,A,E1,2092,WH
6407387140,10/1/19 6:15,25,15,A,E1,1992,WH
6407387140,10/1/19 6:30,26,15,A,E1,2076,WH
6407387140,10/1/19 6:45,27,15,A,E1,2064,WH
6407387140,10/1/19 7:00,28,15,A,E1,1960,WH
6407387140,10/1/19 7:15,29,15,A,E1,1868,WH
6407387140,10/1/19 7:30,30,15,A,E1,1936,WH
6407387140,10/1/19 7:45,31,15,A,E1,1988,WH
6407387140,10/1/19 8:00,32,15,A,E1,1936,WH
6407387140,10/1/19 8:15,33,15,A,E1,1924,WH
6407387140,10/1/19 8:30,34,15,A,E1,1892,WH
6407387140,10/1/19 8:45,35,15,A,E1,1864,WH
6407387140,10/1/19 9:00,36,15,A,E1,2004,WH
6407387140,10/1/19 9:15,37,15,A,E1,1964,WH
6407387140,10/1/19 9:30,38,15,A,E1,1988,WH
6407387140,10/1/19 9:45,39,15,A,E1,1936,WH
6407387140,10/1/19 10:00,40,15,A,E1,1928,WH
6407387140,10/1/19 10:15,41,15,A,E1,1952,WH
6407387140,10/1/19 10:30,42,15,A,E1,2228,WH
6407387140,10/1/19 10:45,43,15,A,E1,2720,WH
6407387140,10/1/19 11:00,44,15,A,E1,2060,WH
6407387140,10/1/19 11:15,45,15,A,E1,2500,WH
6407387140,10/1/19 11:30,46,15,A,E1,2492,WH
6407387140,10/1/19 11:45,47,15,A,E1,3596,WH
6407387140,10/1/19 12:00,48,15,A,E1,2424,WH
6407387140,10/1/19 12:15,49,15,A,E1,3004,WH
6407387140,10/1/19 12:30,50,15,A,E1,3112,WH
6407387140,10/1/19 12:45,51,15,A,E1,3204,WH
6407387140,10/1/19 13:00,52,15,A,E1,2796,WH
6407387140,10/1/19 13:15,53,15,A,E1,2496,WH
6407387140,10/1/19 13:30,54,15,A,E1,2476,WH
6407387140,10/1/19 13:45,55,15,A,E1,2572,WH
6407387140,10/1/19 14:00,56,15,A,E1,2636,WH
6407387140,10/1/19 14:15,57,15,A,E1,3032,WH
6407387140,10/1/19 14:30,58,15,A,E1,2564,WH
6407387140,10/1/19 14:45,59,15,A,E1,2560,WH
6407387140,10/1/19 15:00,60,15,A,E1,2680,WH
6407387140,10/1/19 15:15,61,15,A,E1,3300,WH
6407387140,10/1/19 15:30,62,15,A,E1,3524,WH
